date,code,name,open,high,low,close,volume
2024-02-28,D001,演示银行,12.2834,12.324,12.2322,12.2727,3359443
2024-02-29,D001,演示银行,12.283,12.3247,12.2482,12.2898,4658133
2024-03-01,D001,演示银行,12.2799,12.3144,12.2389,12.2733,3709064
2024-03-04,D001,演示银行,12.3185,12.419,12.2484,12.3487,8371183
2024-03-05,D001,演示银行,12.376,12.4463,12.3239,12.3942,7907078
2024-03-06,D001,演示银行,12.2943,12.4174,12.1061,12.2286,4202578
2024-03-07,D001,演示银行,12.3603,12.6098,12.2015,12.4497,3898175
2024-03-08,D001,演示银行,12.3949,12.4741,12.2796,12.3586,2852123
2024-03-11,D001,演示银行,12.3595,12.3858,12.3339,12.3601,6476814
2024-03-12,D001,演示银行,12.3456,12.3848,12.2969,12.336,9349140
2024-03-13,D001,演示银行,12.4096,12.5586,12.3104,12.4591,4562312
2024-03-14,D001,演示银行,12.5663,12.7734,12.4324,12.6388,4416026
2024-03-15,D001,演示银行,12.7324,12.9165,12.6121,12.7956,6375293
2024-03-18,D001,演示银行,12.7863,12.8212,12.7453,12.7801,12301065
2024-03-19,D001,演示银行,12.8069,12.8774,12.7544,12.8249,5461622
2024-03-20,D001,演示银行,12.7588,12.8498,12.6243,12.7151,4714185
2024-03-21,D001,演示银行,12.7373,12.7999,12.6895,12.7521,4899359
2024-03-22,D001,演示银行,12.8185,12.9561,12.7259,12.8632,6758356
2024-03-25,D001,演示银行,12.8947,12.9733,12.8373,12.9158,7371697
2024-03-26,D001,演示银行,12.9786,13.1104,12.8893,13.0208,5574848
2024-03-27,D001,演示银行,12.9866,13.0466,12.9041,12.964,7047089
2024-03-28,D001,演示银行,12.978,13.0273,12.938,12.9873,4728424
2024-03-29,D001,演示银行,13.0377,13.1486,12.9609,13.0716,4023260
2024-04-01,D001,演示银行,13.03,13.0974,12.9352,13.0025,9755001
2024-04-02,D001,演示银行,12.9193,13.0274,12.7567,12.8644,4702444
2024-04-03,D001,演示银行,12.7857,12.8892,12.6305,12.7337,5958821
2024-04-04,D001,演示银行,12.8276,13.0123,12.7069,12.891,9538935
2024-04-05,D001,演示银行,12.9833,13.1655,12.8639,13.0456,5953096
2024-04-08,D001,演示银行,13.0746,13.1493,13.0193,13.094,5555504
2024-04-09,D001,演示银行,13.1367,13.2348,13.0675,13.1654,6250471
2024-04-10,D001,演示银行,13.2279,13.3595,13.1385,13.2698,8912592
2024-04-11,D001,演示银行,13.3262,13.4478,13.2428,13.3641,4602512
2024-04-12,D001,演示银行,13.4299,13.5678,13.3367,13.4742,4039974
2024-04-15,D001,演示银行,13.4935,13.5528,13.4472,13.5064,4913583
2024-04-16,D001,演示银行,13.4368,13.5327,13.2952,13.3908,7041731
2024-04-17,D001,演示银行,13.3977,13.436,13.364,13.4023,5060767
2024-04-18,D001,演示银行,13.4746,13.6236,13.3747,13.5233,7293392
2024-04-19,D001,演示银行,13.4993,13.5502,13.4325,13.4834,2682659
2024-04-22,D001,演示银行,13.3882,13.509,13.2052,13.3255,9775339
2024-04-23,D001,演示银行,13.2962,13.352,13.2212,13.2768,7682074
2024-04-24,D001,演示银行,13.2278,13.303,13.1204,13.1954,8174006
2024-04-25,D001,演示银行,13.1433,13.2213,13.031,13.1088,4799817
2024-04-26,D001,演示银行,13.0464,13.1344,12.9174,13.0052,4735018
2024-04-29,D001,演示银行,13.0554,13.1661,12.9787,13.0892,3670639
2024-04-30,D001,演示银行,13.119,13.1951,13.0628,13.1389,5217159
2024-05-01,D001,演示银行,13.2205,13.3848,13.1116,13.2755,5035886
2024-05-02,D001,演示银行,13.316,13.4106,13.2486,13.3431,4188104
2024-05-03,D001,演示银行,13.4094,13.5478,13.3158,13.4539,5976998
2024-05-06,D001,演示银行,13.382,13.48,13.2369,13.3346,9352130
2024-05-07,D001,演示银行,13.2682,13.3605,13.1323,13.2243,7117691
2024-05-08,D001,演示银行,13.231,13.2685,13.1979,13.2354,8361933
2024-05-09,D001,演示银行,13.1265,13.2601,12.922,13.0549,5080308
2024-05-10,D001,演示银行,13.0002,13.0805,12.8838,12.9639,7861278
2024-05-13,D001,演示银行,12.8998,12.9892,12.7682,12.8573,3354569
2024-05-14,D001,演示银行,12.9576,13.1535,12.8301,13.0253,5109827
2024-05-15,D001,演示银行,13.0411,13.0935,12.9992,13.0516,5708905
2024-05-16,D001,演示银行,13.0205,13.0775,12.9428,12.9998,2632272
2024-05-17,D001,演示银行,12.9692,13.0256,12.8926,12.9489,5123992
2024-05-20,D001,演示银行,12.9349,12.9748,12.8856,12.9255,7554747
2024-05-21,D001,演示银行,12.9447,13.0027,12.8996,12.9575,5644439
2024-05-22,D001,演示银行,12.9338,12.9833,12.8686,12.9181,3655619
2024-05-23,D001,演示银行,12.9785,13.1061,12.8916,13.019,4364709
2024-05-24,D001,演示银行,13.1163,13.3072,12.9916,13.1819,4373512
2024-05-27,D001,演示银行,13.1786,13.2082,13.1467,13.1764,4417351
2024-05-28,D001,演示银行,13.201,13.2685,13.1499,13.2174,4111330
2024-05-29,D001,演示银行,13.1881,13.2437,13.1131,13.1686,4173678
2024-05-30,D001,演示银行,13.2042,13.2905,13.142,13.2281,4261990
2024-05-31,D001,演示银行,13.1141,13.2527,12.9014,13.0392,5724087
2024-06-03,D001,演示银行,13.1174,13.2756,13.0122,13.17,7834229
2024-06-04,D001,演示银行,13.1483,13.1962,13.086,13.1339,6392613
2024-06-05,D001,演示银行,13.03,13.1586,12.8337,12.9616,3359450
2024-06-06,D001,演示银行,12.919,12.9872,12.8226,12.8907,6917638
2024-06-07,D001,演示银行,13.0342,13.3051,12.8619,13.1316,3760920
2024-06-10,D001,演示银行,13.1571,13.2262,13.1052,13.1742,5852812
2024-06-11,D001,演示银行,13.2106,13.298,13.1476,13.235,9965076
2024-06-12,D001,演示银行,13.3289,13.5146,13.2072,13.3923,5149422
2024-06-13,D001,演示银行,13.3801,13.419,13.333,13.372,1950315
2024-06-14,D001,演示银行,13.2963,13.3978,13.1452,13.2464,5979053
2024-06-17,D001,演示银行,13.1862,13.2723,13.0607,13.1464,5475997
2024-06-18,D001,演示银行,13.237,13.4167,13.1189,13.2981,3199400
2024-06-19,D001,演示银行,13.3367,13.4281,13.2712,13.3626,2665627
2024-06-20,D001,演示银行,13.3947,13.4753,13.3356,13.4162,3444073
2024-06-21,D001,演示银行,13.3079,13.4413,13.1038,13.2366,4160285
2024-06-24,D001,演示银行,13.1995,13.2628,13.1116,13.1748,5101229
2024-06-25,D001,演示银行,13.1316,13.2008,13.0337,13.1029,5642618
2024-06-26,D001,演示银行,13.0864,13.129,13.0328,13.0754,4850803
2024-06-27,D001,演示银行,13.0942,13.1519,13.0492,13.1068,7195616
2024-06-28,D001,演示银行,13.0858,13.1329,13.0246,13.0717,9332617
2024-07-01,D001,演示银行,12.9616,13.0961,12.7555,12.8892,4335247
2024-07-02,D001,演示银行,12.8135,12.9141,12.6634,12.7636,6225464
2024-07-03,D001,演示银行,12.7741,12.8173,12.738,12.7812,5759870
2024-07-04,D001,演示银行,12.917,13.1744,12.7529,13.0092,6443227
2024-07-05,D001,演示银行,12.9169,13.0339,12.7396,12.8561,4135743
2024-07-08,D001,演示银行,12.7916,12.8811,12.6597,12.7489,7564123
2024-07-09,D001,演示银行,12.715,12.7742,12.6333,12.6924,7235867
2024-07-10,D001,演示银行,12.6113,12.7168,12.4528,12.5578,4617507
2024-07-11,D001,演示银行,12.5814,12.6461,12.5326,12.5972,6772008
2024-07-12,D001,演示银行,12.5215,12.6215,12.3721,12.4716,4878193
2024-07-15,D001,演示银行,12.4106,12.496,12.285,12.3702,3401849
2024-07-16,D001,演示银行,12.3416,12.3947,12.2695,12.3226,4750338
2024-07-17,D001,演示银行,12.4169,12.6015,12.2966,12.4806,3355405
2024-07-18,D001,演示银行,12.4458,12.5053,12.3632,12.4227,4557673
2024-07-19,D001,演示银行,12.4661,12.5639,12.3975,12.4952,4479838
2024-07-22,D001,演示银行,12.5405,12.6416,12.4698,12.5708,8978884
2024-07-23,D001,演示银行,12.636,12.7712,12.545,12.6798,2802790
2024-07-24,D001,演示银行,12.5797,12.7037,12.3904,12.5138,8042006
2024-07-25,D001,演示银行,12.4805,12.5386,12.4003,12.4584,3255657
2024-07-26,D001,演示银行,12.4132,12.4829,12.3137,12.3832,4656894
2024-07-29,D001,演示银行,12.2821,12.4064,12.0919,12.2156,5329215
2024-07-30,D001,演示银行,12.2005,12.24,12.1511,12.1905,2808352
2024-07-31,D001,演示银行,12.0779,12.2129,11.8698,12.004,4717675
2024-08-01,D001,演示银行,11.9965,12.028,11.96,11.9915,2469389
2024-08-02,D001,演示银行,12.0199,12.0917,11.9673,12.039,2294849
2024-08-05,D001,演示银行,12.1405,12.3371,12.0133,12.2091,4232660
2024-08-06,D001,演示银行,12.2277,12.2832,12.1846,12.2401,3881270
2024-08-07,D001,演示银行,12.187,12.2641,12.0749,12.1518,4496244
2024-08-08,D001,演示银行,12.1802,12.2522,12.1273,12.1992,6467200
2024-08-09,D001,演示银行,12.2177,12.273,12.1747,12.23,4633385
2024-08-12,D001,演示银行,12.3172,12.4896,12.2043,12.3761,5704228
2024-08-13,D001,演示银行,12.3617,12.4008,12.313,12.3521,5791783
2024-08-14,D001,演示银行,12.4308,12.5888,12.3264,12.4839,4228950
2024-08-15,D001,演示银行,12.4329,12.5084,12.3239,12.3992,11327118
2024-08-16,D001,演示银行,12.4217,12.4843,12.3743,12.4368,5733182
2024-08-19,D001,演示银行,12.4808,12.5796,12.4116,12.5102,7651493
2024-08-20,D001,演示银行,12.6321,12.8647,12.483,12.7146,8465429
2024-08-21,D001,演示银行,12.6993,12.74,12.6486,12.6892,4838919
2024-08-22,D001,演示银行,12.7481,12.8727,12.6632,12.7876,5742364
2024-08-23,D001,演示银行,12.8069,12.8649,12.7619,12.8198,7374679
2024-08-26,D001,演示银行,12.7973,12.8454,12.7344,12.7824,4342863
2024-08-27,D001,演示银行,12.733,12.8075,12.6261,12.7004,7066879
2024-08-28,D001,演示银行,12.7472,12.8515,12.6746,12.7787,6105913
2024-08-29,D001,演示银行,12.7349,12.8039,12.6372,12.706,4518000
2024-08-30,D001,演示银行,12.7051,12.7314,12.6782,12.7045,6588811
2024-09-02,D001,演示银行,12.7739,12.9165,12.6783,12.8206,4480231
2024-09-03,D001,演示银行,12.8798,13.0053,12.7943,12.9196,8157378
2024-09-04,D001,演示银行,12.8829,12.9452,12.7964,12.8586,6429362
2024-09-05,D001,演示银行,12.9621,13.1635,12.8313,13.032,6782449
2024-09-06,D001,演示银行,12.975,13.0575,12.8551,12.9373,6371073
2024-09-09,D001,演示银行,12.9384,12.9661,12.9114,12.9392,4721255
2024-09-10,D001,演示银行,12.9696,13.0465,12.9131,12.9899,3236014
2024-09-11,D001,演示银行,12.8686,13.0138,12.6447,12.789,4052217
2024-09-12,D001,演示银行,12.8632,13.0142,12.7625,12.9132,8232669
2024-09-13,D001,演示银行,12.8965,12.9389,12.8431,12.8855,5466690
2024-09-16,D001,演示银行,12.8968,12.9414,12.8597,12.9043,9890647
2024-09-17,D001,演示银行,12.964,13.0905,12.8779,13.0041,4424466
2024-09-18,D001,演示银行,13.0947,13.2742,12.9769,13.1558,7351745
2024-09-19,D001,演示银行,13.1162,13.1819,13.0244,13.0899,4239569
2024-09-20,D001,演示银行,13.0471,13.1158,12.9502,13.0187,6168043
2024-09-23,D001,演示银行,12.909,13.043,12.7036,12.8368,5747051
2024-09-24,D001,演示银行,12.8647,12.9372,12.811,12.8834,4484275
2024-09-25,D001,演示银行,12.8154,12.9085,12.6776,12.7704,3361093
2024-09-26,D001,演示银行,12.7433,12.7958,12.6728,12.7253,3729621
2024-09-27,D001,演示银行,12.7382,12.7852,12.6998,12.7468,5672760
2024-09-30,D001,演示银行,12.6493,12.7708,12.4641,12.5851,6233709
2024-10-01,D001,演示银行,12.6625,12.8187,12.559,12.7147,5058920
2024-10-02,D001,演示银行,12.7382,12.803,12.6892,12.7539,4888008
2024-10-03,D001,演示银行,12.7438,12.7794,12.7016,12.7371,6713315
2024-10-04,D001,演示银行,12.7013,12.7623,12.6165,12.6775,3454670
2024-10-07,D001,演示银行,12.6228,12.7023,12.5073,12.5866,8832326
2024-10-08,D001,演示银行,12.6672,12.8287,12.5604,12.7215,5336660
2024-10-09,D001,演示银行,12.7224,12.7494,12.6961,12.723,5721852
2024-10-10,D001,演示银行,12.6664,12.748,12.5477,12.629,4617189
2024-10-11,D001,演示银行,12.5968,12.654,12.5184,12.5755,5263056
2024-10-14,D001,演示银行,12.6335,12.7565,12.5498,12.6725,9527211
2024-10-15,D001,演示银行,12.5894,12.6967,12.4276,12.5345,3273858
2024-10-16,D001,演示银行,12.5287,12.5596,12.4939,12.5248,2892456
2024-10-17,D001,演示银行,12.5488,12.614,12.4996,12.5648,4862736
2024-10-18,D001,演示银行,12.5856,12.6457,12.5396,12.5996,6118492
2024-10-21,D001,演示银行,12.6629,12.7949,12.5737,12.7054,5353020
2024-10-22,D001,演示银行,12.6929,12.7308,12.6466,12.6845,5755602
2024-10-23,D001,演示银行,12.7186,12.8011,12.6589,12.7414,6550803
2024-10-24,D001,演示银行,12.6293,12.765,12.4208,12.5557,4284774
2024-10-25,D001,演示银行,12.6141,12.7375,12.53,12.6533,4673671
2024-10-28,D001,演示银行,12.4646,12.6735,12.135,12.3419,6229011
2024-10-29,D001,演示银行,12.2667,12.3657,12.1186,12.2171,2518592
2024-10-30,D001,演示银行,12.1565,12.2409,12.0323,12.1164,6756439
2024-10-31,D001,演示银行,12.1188,12.1469,12.0922,12.1203,6173103
2024-11-01,D001,演示银行,12.0237,12.1431,11.8412,11.9601,5522946
2024-11-04,D001,演示银行,11.7707,11.9786,11.4419,11.6477,4823012
2024-11-05,D001,演示银行,11.6048,11.6707,11.5107,11.5764,7957410
2024-11-06,D001,演示银行,11.4809,11.5981,11.3016,11.4181,3347685
2024-11-07,D001,演示银行,11.3377,11.4398,11.1831,11.2848,5477693
2024-11-08,D001,演示银行,11.2179,11.3066,11.0855,11.1738,4572255
2024-11-11,D001,演示银行,11.1362,11.1958,11.0516,11.1112,4049434
2024-11-12,D001,演示银行,11.1731,11.2998,11.0883,11.2147,3718351
2024-11-13,D001,演示银行,11.2661,11.3751,11.1918,11.3006,5031156
2024-11-14,D001,演示银行,11.2556,11.3228,11.1589,11.2259,6137933
2024-11-15,D001,演示银行,11.2077,11.2482,11.1551,11.1956,4583345
2024-11-18,D001,演示银行,11.1295,11.2172,10.9985,11.0859,4475498
2024-11-19,D001,演示银行,11.1057,11.1611,11.0636,11.119,5265397
2024-11-20,D001,演示银行,11.0616,11.1406,10.9449,11.0237,5382726
2024-11-21,D001,演示银行,10.931,11.0442,10.7576,10.8702,5519297
2024-11-22,D001,演示银行,10.8145,10.8913,10.7011,10.7776,4862485
2024-11-25,D001,演示银行,10.8141,10.8971,10.7558,10.8386,5474203
2024-11-26,D001,演示银行,10.7997,10.86,10.7138,10.7739,4653470
2024-11-27,D001,演示银行,10.6899,10.7942,10.5307,10.6345,5991027
2024-11-28,D001,演示银行,10.6718,10.7558,10.613,10.6968,4502933
2024-11-29,D001,演示银行,10.7359,10.8232,10.6751,10.7622,6472021
2024-12-02,D001,演示银行,10.8667,11.0661,10.7388,10.9374,6426843
2024-12-03,D001,演示银行,11.0821,11.3522,10.912,11.1806,7046506
2024-12-04,D001,演示银行,11.1522,11.2028,11.0829,11.1334,3740598
2024-12-05,D001,演示银行,11.1864,11.298,11.1106,11.222,5334348
2024-12-06,D001,演示银行,11.2237,11.2489,11.1995,11.2248,4620766
2024-12-09,D001,演示银行,11.2464,11.3049,11.2022,11.2608,4529712
2024-12-10,D001,演示银行,11.3564,11.5414,11.2367,11.4211,6209197
2024-12-11,D001,演示银行,11.4526,11.5285,11.398,11.4738,4694848
2024-12-12,D001,演示银行,11.5612,11.7325,11.4496,11.6202,6311680
2024-12-13,D001,演示银行,11.5582,11.6428,11.4328,11.5171,3461012
2024-12-16,D001,演示银行,11.5913,11.7399,11.4931,11.6413,7256338
2024-12-17,D001,演示银行,11.5102,11.6619,11.274,11.4245,7009936
2024-12-18,D001,演示银行,11.4207,11.4473,11.3914,11.4181,5086085
2024-12-19,D001,演示银行,11.4277,11.4667,11.3952,11.4342,6468452
2024-12-20,D001,演示银行,11.4221,11.457,11.3793,11.4141,6907864
2024-12-23,D001,演示银行,11.4134,11.4369,11.3895,11.413,4187451
2024-12-24,D001,演示银行,11.3899,11.4357,11.3289,11.3746,6438760
2024-12-25,D001,演示银行,11.2947,11.3963,11.1409,11.242,6992895
2024-12-26,D001,演示银行,11.3277,11.4956,11.2183,11.3856,8961488
2024-12-27,D001,演示银行,11.4274,11.5204,11.3625,11.4553,5922218
2024-12-30,D001,演示银行,11.334,11.4759,11.1137,11.2545,2673272
2024-12-31,D001,演示银行,11.2341,11.2769,11.1776,11.2204,2776388
2025-01-01,D001,演示银行,11.1321,11.2416,10.965,11.0739,4848379
2025-01-02,D001,演示银行,11.0144,11.0954,10.8944,10.9751,4338587
2025-01-03,D001,演示银行,10.9572,10.997,10.9055,10.9453,7437778
2025-01-06,D001,演示银行,10.9901,11.0876,10.923,11.0202,5178690
2025-01-07,D001,演示银行,10.9951,11.0421,10.9315,10.9784,4468091
2025-01-08,D001,演示银行,11.0969,11.3212,10.9541,11.1774,2747470
2025-01-09,D001,演示银行,11.0806,11.1981,10.9003,11.0171,6561469
2025-01-10,D001,演示银行,10.8967,11.0367,10.679,10.8179,6537068
2025-01-13,D001,演示银行,10.7876,10.8394,10.7157,10.7674,5091163
2025-01-14,D001,演示银行,10.7621,10.789,10.7318,10.7586,3726581
2025-01-15,D001,演示银行,10.7349,10.78,10.6741,10.7191,6089715
2025-01-16,D001,演示银行,10.6954,10.7404,10.6346,10.6796,5082452
2025-01-17,D001,演示银行,10.6634,10.7009,10.6151,10.6526,7095737
2025-01-20,D001,演示银行,10.7386,10.9059,10.63,10.7967,4873681
2025-01-21,D001,演示银行,10.7789,10.8182,10.7279,10.7671,3834231
2025-01-22,D001,演示银行,10.784,10.8338,10.7455,10.7953,5804109
2025-01-23,D001,演示银行,10.763,10.8167,10.6881,10.7416,5852053
2025-01-24,D001,演示银行,10.7018,10.7628,10.6146,10.6754,5180345
2025-01-27,D001,演示银行,10.6502,10.6966,10.5872,10.6335,5892018
2025-01-28,D001,演示银行,10.6109,10.6547,10.5523,10.5959,8589122
2025-01-29,D001,演示银行,10.6693,10.8149,10.5737,10.7188,7937340
2025-01-30,D001,演示银行,10.7482,10.8189,10.6972,10.7678,5597627
2025-01-31,D001,演示银行,10.8216,10.934,10.7457,10.8578,5519185
2025-02-03,D001,演示银行,10.8355,10.8794,10.7768,10.8207,11358047
2025-02-04,D001,演示银行,10.8491,10.9185,10.7988,10.8681,4407186
2025-02-05,D001,演示银行,10.7675,10.8881,10.5817,10.7015,7876613
2025-02-06,D001,演示银行,10.73,10.7994,10.6799,10.7491,6087644
2025-02-07,D001,演示银行,10.7067,10.7703,10.6152,10.6786,4562712
2025-02-10,D001,演示银行,10.6865,10.7211,10.6572,10.6918,6230953
2025-02-11,D001,演示银行,10.6677,10.7131,10.6063,10.6516,5150294
2025-02-12,D001,演示银行,10.7151,10.8437,10.6296,10.7579,4284066
2025-02-13,D001,演示银行,10.8682,11.0779,10.7342,10.943,6890399
2025-02-14,D001,演示银行,10.8665,10.9639,10.7191,10.816,4357603
2025-02-17,D001,演示银行,10.9632,11.2377,10.7907,11.0636,5667954
2025-02-18,D001,演示银行,10.9919,11.0848,10.852,10.9446,7962308
2025-02-19,D001,演示银行,10.9289,10.9664,10.8809,10.9184,5043225
2025-02-20,D001,演示银行,10.8956,10.9401,10.836,10.8805,6869528
2025-02-21,D001,演示银行,10.9161,10.9977,10.8584,10.9399,5822172
2025-02-24,D001,演示银行,11.0273,11.1975,10.9167,11.0863,6458157
2025-02-25,D001,演示银行,11.16,11.307,11.0632,11.2097,5916792
2025-02-26,D001,演示银行,11.2865,11.439,11.1862,11.3383,5187779
2025-02-27,D001,演示银行,11.3529,11.4,11.3155,11.3626,3639273
2025-02-28,D001,演示银行,11.3597,11.3854,11.332,11.3577,4397729
2025-03-03,D001,演示银行,11.3364,11.3803,11.2786,11.3224,3891504
2025-03-04,D001,演示银行,11.3367,11.3832,11.2996,11.3462,5988188
2025-03-05,D001,演示银行,11.2682,11.3679,11.1175,11.2167,5314788
2025-03-06,D001,演示银行,11.1741,11.2388,11.0812,11.1458,5054465
2025-03-07,D001,演示银行,11.1318,11.168,11.0862,11.1224,4482052
2025-03-10,D001,演示银行,11.0909,11.1445,11.0166,11.07,6563185
2025-03-11,D001,演示银行,11.0849,11.132,11.0478,11.0949,5376517
2025-03-12,D001,演示银行,11.0367,11.1165,10.9188,10.9982,8056810
2025-03-13,D001,演示银行,11.0341,11.1163,10.976,11.0581,3837081
2025-03-14,D001,演示银行,11.0668,11.1034,11.0359,11.0726,4285242
2025-03-17,D001,演示银行,11.1158,11.2107,11.05,11.1448,9257047
2025-03-18,D001,演示银行,11.226,11.3861,11.1214,11.2809,6839602
2025-03-19,D001,演示银行,11.3113,11.3851,11.2581,11.3318,8529120
2025-03-20,D001,演示银行,11.3146,11.3543,11.2636,11.3033,6035304
2025-03-21,D001,演示银行,11.3798,11.5321,11.2796,11.4314,3504737
2025-03-24,D001,演示银行,11.4262,11.4543,11.3946,11.4227,6725650
2025-03-25,D001,演示银行,11.3986,11.4454,11.3358,11.3826,8552298
2025-03-26,D001,演示银行,11.3253,11.4047,11.2084,11.2875,5192610
2025-03-27,D001,演示银行,11.2917,11.3213,11.2649,11.2945,4912806
2025-03-28,D001,演示银行,11.2116,11.3159,11.0533,11.1571,5541989
2025-03-31,D001,演示银行,11.2163,11.3387,11.1341,11.2562,3544610
2025-04-01,D001,演示银行,11.1147,11.2755,10.8628,11.0223,3300584
2025-04-02,D001,演示银行,11.0566,11.1364,11.0,11.0796,6430655
2025-04-03,D001,演示银行,11.1292,11.2349,11.057,11.1625,4576489
2025-04-04,D001,演示银行,11.0854,11.1838,10.9368,11.0347,4511537
2025-04-07,D001,演示银行,11.0535,11.1072,11.0125,11.0662,4223230
2025-04-08,D001,演示银行,11.0511,11.0882,11.004,11.0411,5015919
2025-04-09,D001,演示银行,10.9487,11.0617,10.7755,10.8879,4972437
2025-04-10,D001,演示银行,10.9066,10.9596,10.866,10.9191,3002533
2025-04-11,D001,演示银行,10.9576,11.0443,10.8969,10.9835,7753099
2025-04-14,D001,演示银行,11.0507,11.1865,10.9607,11.096,4601821
2025-04-15,D001,演示银行,11.0752,11.1181,11.0184,11.0613,4702520
2025-04-16,D001,演示银行,11.0103,11.0829,10.9042,10.9766,5603796
2025-04-17,D001,演示银行,10.9965,11.0518,10.9545,11.0098,4066647
2025-04-18,D001,演示银行,11.0431,11.121,10.9876,11.0654,5679925
2025-04-21,D001,演示银行,11.0159,11.087,10.9121,10.9831,5336892
2025-04-22,D001,演示银行,10.9707,11.005,10.9281,10.9624,3438001
2025-04-23,D001,演示银行,10.9821,11.0369,10.9404,10.9952,5021893
2025-04-24,D001,演示银行,10.8633,11.0143,10.6272,10.777,4580747
2025-04-25,D001,演示银行,10.7651,10.7985,10.7236,10.7571,4615647
2025-04-28,D001,演示银行,10.7598,10.7859,10.7356,10.7616,6373529
2025-04-29,D001,演示银行,10.7437,10.783,10.6925,10.7318,6659398
2025-04-30,D001,演示银行,10.7167,10.7532,10.6702,10.7067,4239006
2025-05-01,D001,演示银行,10.7202,10.7642,10.6852,10.7292,6170991
2025-05-02,D001,演示银行,10.7253,10.7507,10.6973,10.7227,7447080
2025-05-05,D001,演示银行,10.7319,10.7689,10.7012,10.7381,3572206
2025-05-06,D001,演示银行,10.6715,10.7588,10.5408,10.6276,3171497
2025-05-07,D001,演示银行,10.689,10.8139,10.6057,10.7303,6745464
2025-05-08,D001,演示银行,10.7229,10.7517,10.6892,10.718,5072047
2025-05-09,D001,演示银行,10.7219,10.7498,10.6965,10.7245,4203016
2025-05-12,D001,演示银行,10.6204,10.744,10.4292,10.5521,3655015
2025-05-13,D001,演示银行,10.5175,10.5729,10.4393,10.4946,2322738
2025-05-14,D001,演示银行,10.5504,10.6655,10.473,10.5878,5290748
2025-05-15,D001,演示银行,10.574,10.609,10.53,10.5649,2515321
2025-05-16,D001,演示银行,10.5316,10.5858,10.4555,10.5095,6631379
2025-05-19,D001,演示银行,10.5002,10.5305,10.4636,10.494,2776295
2025-05-20,D001,演示银行,10.4759,10.5149,10.4251,10.4639,3896693
